,group,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
462,"Lepanto-Far Southeast, Luzon",6,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"Lepanto-Far Southeast, Luzon",9.2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"Lepanto-Far Southeast, Luzon",5.4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"Lepanto-Far Southeast, Luzon",9,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"Batu Hijau, Sumbawa",3.15,7.2,0.91,3.95,0.86,0.398,0.92,0.15,0.85,0.19,0.59,0.084,0.56,0.098
467,"Batu Hijau, Sumbawa",4.65,10.1,1.27,5.59,1.17,0.473,1.23,0.18,1.06,0.22,0.68,0.1,0.71,0.111
468,"Batu Hijau, Sumbawa",6.48,15,1.9,8.58,1.83,0.614,1.82,0.27,1.5,0.31,0.94,0.145,1,0.175
469,"Batu Hijau, Sumbawa",8,18,2.19,9.48,1.97,0.613,1.91,0.28,1.62,0.33,1.04,0.165,1.14,0.202
470,"Batu Hijau, Sumbawa",5.33,11.7,1.39,6.06,1.4,0.478,1.22,0.2,1.16,0.25,0.74,0.122,0.82,0.137
471,"Batu Hijau, Sumbawa",2,11,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"Batu Hijau, Sumbawa",4,17,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"Batu Hijau, Sumbawa",5,15,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,"Batu Hijau, Sumbawa",3,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"Batu Hijau, Sumbawa",6,14,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"Batu Hijau, Sumbawa",4,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,"Batu Hijau, Sumbawa",5,21,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"Batu Hijau, Sumbawa",8,24,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"Batu Hijau, Sumbawa",8,25,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"Batu Hijau, Sumbawa",2.05,5.4,0.78,4.15,1.34,0.609,1.68,0.29,1.86,0.4,1.13,0.172,1.08,0.171
481,"Batu Hijau, Sumbawa",4.64,10.8,1.57,8.12,2.47,0.915,2.78,0.51,3.08,0.61,1.82,0.279,1.68,0.251
482,"Batu Hijau, Sumbawa",9.54,21,2.674,11.5,2.48,0.777,2.42,0.36,1.96,0.39,1.24,0.18,1.15,0.187
483,"Batu Hijau, Sumbawa",12.1,27,3.338,14,3.37,0.728,3.57,0.61,3.68,0.76,2.45,0.39,2.59,0.405
484,"Batu Hijau, Sumbawa",8.1,16.9,2.054,8.65,1.99,0.675,1.96,0.32,1.73,0.34,1.04,0.157,1.09,0.171
485,"Batu Hijau, Sumbawa",8.42,18.3,2.201,9.11,2.07,0.718,2.2,0.33,1.85,0.38,1.13,0.164,1.06,0.185
486,"Batu Hijau, Sumbawa",8,18,2.19,9.48,1.97,0.613,1.91,0.28,1.62,0.33,1.04,0.165,1.14,0.202
487,"Batu Hijau, Sumbawa",7.25,15.94,1.94,8.59,1.8,0.58,1.7,2.56,14.39,2.96,0.93,1.46,1.01,0.17
488,"Batu Hijau, Sumbawa",8.96,19.39,2.34,10.79,2.46,0.8,2.36,0.37,2.15,0.44,1.39,0.2,1.33,0.2
489,"Batu Hijau, Sumbawa",6.5,13.5,1.82,7.4,1.48,0.56,1.25,0.2,1.2,0.24,0.62,0.11,0.76,0.14
490,"Batu Hijau, Sumbawa",3.1,6.3,0.85,3.5,0.81,0.25,0.83,0.11,0.73,0.14,0.44,0.07,0.5,0.08
491,"Panguna, Bougainville",12,26,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"Panguna, Bougainville",4,22,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"Panguna, Bougainville",9.2,17.5,2.28,8.92,1.58,0.56,1.6,0.24,1.54,0.32,0.99,0.126,1.06,0.184
494,"Panguna, Bougainville",8.4,17.5,2,8.5,1.68,0.56,1.62,0.28,1.51,0.34,1.02,0.1275,1.14,0.213
495,"Panguna, Bougainville",9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"Panguna, Bougainville",8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,"Panguna, Bougainville",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"Panguna, Bougainville",9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"Panguna, Bougainville",8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"Panguna, Bougainville",3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,"Panguna, Bougainville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,"Panguna, Bougainville",9,18,NA,13,3.3,1.1,NA,0.6,NA,0.6,NA,NA,2.5,0.4
503,"Panguna, Bougainville",10,15,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"Panguna, Bougainville",9,15,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,"Panguna, Bougainville",9,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,"Panguna, Bougainville",8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,"Panguna, Bougainville",4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"Panguna, Bougainville",11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,"Panguna, Bougainville",7,20,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,"Panguna, Bougainville",6,13,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,"Panguna, Bougainville",11.2,26.1,3.01,12.7,2.65,0.87,2.74,0.42,2.58,0.57,1.68,0.217,1.81,0.323
512,"Panguna, Bougainville",10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,"Panguna, Bougainville",10,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,"Panguna, Bougainville",11,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,"Panguna, Bougainville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"Panguna, Bougainville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,"Bingham Canyon, Utah",62,113,3.6,47.5,7.4,1.6,5.9,0.8,3.6,0.7,1.7,0.3,1.7,0.3
545,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,"Bingham Canyon, Utah",68,113,NA,51,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,"Bingham Canyon, Utah",69,125,NA,53,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,"Bingham Canyon, Utah",62,121,NA,51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,"Bingham Canyon, Utah",66,122,NA,54,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"Bingham Canyon, Utah",71,126,NA,51,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"Bingham Canyon, Utah",67,126,NA,52,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,"Bingham Canyon, Utah",64,119,NA,55,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,"Bingham Canyon, Utah",65,121,NA,52,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"Bingham Canyon, Utah",67,116,NA,48,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,"Bingham Canyon, Utah",50,100,NA,45,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"Bingham Canyon, Utah",67,119,4.6,52,8.5,1.9,6.6,1,3.8,0.8,1.9,0.3,2,0.3
562,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"Bingham Canyon, Utah",67.5,125.5,4.7,51,7.6,1.6,5.4,0.8,3.2,0.6,1.6,0.2,1.5,0.2
567,"Bingham Canyon, Utah",73,125.5,14.8,48.5,7.4,1.5,6,0.7,2.9,0.5,1.3,0.2,1.2,0.1
568,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"Bingham Canyon, Utah",63.5,104.5,11.6,40,5.4,1.5,4.8,0.6,2.6,0.4,1.3,0.1,1.4,0.1
571,"Bingham Canyon, Utah",79,134.5,14.7,48,7.3,1.7,5.4,0.7,3.1,0.6,1.4,0.1,1.5,0.1
572,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"Bingham Canyon, Utah",67.5,123,13.9,50.5,7.8,2,6.8,0.9,3.9,0.7,2.1,0.3,1.8,0.3
578,"Bingham Canyon, Utah",62,113,3.6,47.5,7.4,1.6,5.9,0.8,3.6,0.7,1.7,0.3,1.7,0.3
579,"Bingham Canyon, Utah",65,114,12.6,43,7,1.8,7.1,0.8,3.3,0.6,1.5,0.2,1.5,0.2
580,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"Bingham Canyon, Utah",68,123,13.1,44.5,6.5,1.8,5.6,0.7,3.4,0.6,1.5,0.2,1.7,0.3
582,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"Bingham Canyon, Utah",61.5,111.5,11.9,40.5,6.1,1.7,5.5,0.8,3.4,0.6,1.8,0.2,1.5,0.2
585,"Bingham Canyon, Utah",67,118,12.1,42.5,6.4,1.7,5.4,0.7,3.2,0.6,1.7,0.2,1.3,0.2
586,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,"Bingham Canyon, Utah",65.5,125,13.2,48,8,2,7.4,0.9,4.2,0.7,2.2,0.3,1.8,0.3
588,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"Bingham Canyon, Utah",63.5,115,12.4,42.5,6.7,1.8,5.5,0.7,3.1,0.6,1.7,0.1,1.5,0.2
590,"Bingham Canyon, Utah",60.5,104.5,11.3,38,5.7,1.4,4.3,0.6,2.4,0.4,1.2,0.1,1,0.1
591,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,"Bingham Canyon, Utah",47.5,90,1.1,42.5,7,1.6,5.7,0.8,3.5,0.7,1.9,0.3,1.7,0.3
594,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"Bingham Canyon, Utah",47.5,90,1.1,42.5,7,1.6,5.7,0.8,3.5,0.7,1.9,0.3,1.7,0.3
599,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,"Bingham Canyon, Utah",57.5,110,4.2,53,9.1,1.9,7.2,1,4.6,1,2.4,0.4,2.4,0.4
613,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Bingham Canyon, Utah",2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"Bingham Canyon, Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"Tintic District, Utah",64,140,NA,59,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Tintic District, Utah",57,114,NA,52,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Tintic District, Utah",48,97,NA,49,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Tintic District, Utah",48,102,NA,45,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Tintic District, Utah",73,134,NA,59,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Tintic District, Utah",72,137,NA,58,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,"Tintic District, Utah",72,135,NA,57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,"Tintic District, Utah",66,131,NA,59,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Tintic District, Utah",71,131,NA,57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,"Tintic District, Utah",66,131,NA,56,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,"Battle Mtn District, Nevada",31,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"Battle Mtn District, Nevada",17,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Battle Mtn District, Nevada",15.2,30.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"Battle Mtn District, Nevada",14,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Battle Mtn District, Nevada",39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Battle Mtn District, Nevada",17.4,37.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"Battle Mtn District, Nevada",29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"Battle Mtn District, Nevada",NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,"Battle Mtn District, Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,"Battle Mtn District, Nevada",NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,"Battle Mtn District, Nevada",NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,"Battle Mtn District, Nevada",12.8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"Battle Mtn District, Nevada",NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"Battle Mtn District, Nevada",14.6,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"Battle Mtn District, Nevada",23.2,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"Battle Mtn District, Nevada",21.2,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,"Battle Mtn District, Nevada",13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,"Battle Mtn District, Nevada",11.648056,22.380645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"Battle Mtn District, Nevada",15.1,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"Battle Mtn District, Nevada",12,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"Battle Mtn District, Nevada",17.8,34.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,"Battle Mtn District, Nevada",6.4,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"Battle Mtn District, Nevada",10.8,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,"Battle Mtn District, Nevada",19.7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"Battle Mtn District, Nevada",20.6,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,"Battle Mtn District, Nevada",11.6,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,"Battle Mtn District, Nevada",19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"Battle Mtn District, Nevada",21.3,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,"Battle Mtn District, Nevada",13.9,31.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"Battle Mtn District, Nevada",16.6,37.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,"Battle Mtn District, Nevada",15.8,34.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,"Battle Mtn District, Nevada",25.5,52.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"Battle Mtn District, Nevada",19,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,"Battle Mtn District, Nevada",9.6,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,"Battle Mtn District, Nevada",11,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,"Battle Mtn District, Nevada",18,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,"Battle Mtn District, Nevada",29.7,55.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,"Battle Mtn District, Nevada",NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,"Battle Mtn District, Nevada",7,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,"Battle Mtn District, Nevada",13,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"Battle Mtn District, Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,"Battle Mtn District, Nevada",17.8,33.3,3.98,15,2.77,0.59,2.15,0.32,1.8,0.38,1.1,0.17,1.1,0.18
672,"Battle Mtn District, Nevada",18.8,35.8,4.35,16.5,3.09,0.85,2.38,0.35,1.98,0.41,1.17,0.18,1.17,0.19
673,"Battle Mtn District, Nevada",6,16,2.41,9.8,2.69,0.66,2.44,0.38,2.21,0.44,1.35,0.21,1.4,0.23
674,"Battle Mtn District, Nevada",19.2,37,4.44,15.7,3.08,0.87,2.54,0.35,2.01,0.4,1.21,0.19,1.31,0.22
675,"Battle Mtn District, Nevada",17.1,33.3,4.02,14.4,2.86,0.79,2.48,0.37,2.14,0.44,1.32,0.2,1.39,0.24
676,"Battle Mtn District, Nevada",15.4,30.4,3.61,13.3,2.72,0.75,2.21,0.32,1.78,0.35,1.02,0.15,1,0.17
677,"Battle Mtn District, Nevada",9.5,21.9,3.04,12.9,2.81,0.78,2.54,0.38,2.13,0.43,1.28,0.19,1.29,0.21
678,"Battle Mtn District, Nevada",14.4,29.2,3.82,14.3,2.75,0.71,1.98,0.3,1.58,0.32,0.95,0.14,0.96,0.15
679,"Battle Mtn District, Nevada",82.3,146.5,16.05,53.2,6.76,1.06,3.79,0.46,2.34,0.43,1.26,0.19,1.26,0.19
680,"Battle Mtn District, Nevada",11.9,24.6,3.32,14.3,3.22,0.92,2.88,0.44,2.5,0.51,1.5,0.23,1.51,0.22
681,"Battle Mtn District, Nevada",16.3,29.7,3.17,11.3,2.04,0.54,1.79,0.28,1.59,0.32,0.95,0.15,0.99,0.15
682,"Battle Mtn District, Nevada",29.6,45.8,6.44,24.5,4.25,1.15,3.26,0.44,2.36,0.47,1.38,0.21,1.32,0.22
683,"Battle Mtn District, Nevada",25.6,49.3,5.94,23.9,4.65,1.39,4.29,0.62,3.68,0.74,2.08,0.31,1.86,0.29
684,"Battle Mtn District, Nevada",31.5,58,6.86,26,4.6,1.48,3.64,0.51,2.9,0.58,1.72,0.26,1.74,0.27
685,"Alumbrera, Argentina",20.659,43.956,5.355,22.307,5.009,1.433,4.682,0.686,4.07,0.765,2.114,0.297,1.735,0.246
686,"Alumbrera, Argentina",NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,"Alumbrera, Argentina",NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"Alumbrera, Argentina",NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"Alumbrera, Argentina",NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"Alumbrera, Argentina",27.31,52.67,NA,NA,NA,NA,NA,0.59,NA,0.66,NA,NA,NA,0.37
691,"Alumbrera, Argentina",31.53,58.91,NA,NA,NA,NA,NA,0.7,NA,0.88,NA,NA,NA,0.41
692,"Alumbrera, Argentina",32.78,59.56,NA,NA,NA,NA,NA,0.78,NA,0.64,NA,NA,NA,0.31
693,"Alumbrera, Argentina",22.3,43.92,NA,NA,NA,NA,NA,0.49,NA,0.83,NA,NA,NA,0.3
694,"Alumbrera, Argentina",30.53,58.01,NA,NA,NA,NA,NA,0.56,NA,0.79,NA,NA,NA,0.34
695,"Alumbrera, Argentina",29.567,59.848,6.94,26.352,4.735,1.404,4.469,0.657,3.793,0.755,2.045,0.318,1.925,0.285
696,"Alumbrera, Argentina",19.489,42.825,5.709,24.346,5.518,1.728,5.509,0.778,4.632,0.89,2.475,0.324,2.033,0.296
697,"Alumbrera, Argentina",27.482,49.647,5.358,19.125,3.442,0.901,2.863,0.407,2.422,0.465,1.384,0.212,1.388,0.204
698,"Alumbrera, Argentina",24.035,44.663,4.902,17.719,3.362,0.973,2.949,0.418,2.477,0.478,1.254,0.179,1.146,0.175
699,"Alumbrera, Argentina",NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,"Alumbrera, Argentina",26,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,"Alumbrera, Argentina",33,60,NA,NA,5.4,1.2,NA,NA,NA,NA,NA,NA,1.7,NA
702,"Alumbrera, Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"Alumbrera, Argentina",14,34,NA,21.45433,4.343624,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,"Alumbrera, Argentina",13,38,NA,21.845517,3.636691,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"Alumbrera, Argentina",27,62,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"Alumbrera, Argentina",16,33,NA,17.57873,3.383316,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,"Alumbrera, Argentina",18,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
708,"Alumbrera, Argentina",15,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
709,"Alumbrera, Argentina",15,50,NA,27.58602,5.625429,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"Alumbrera, Argentina",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,"Alumbrera, Argentina",42,82,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,"Alumbrera, Argentina",17,38,NA,22.81632,5.7747,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"Alumbrera, Argentina",15,0,NA,20.00336,4.523223,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"Oyu Tolgoi, Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,"Oyu Tolgoi, Mongolia",20.9,45.7,5.8,23.7,5.3,1.2,4.6,0.7,4.3,0.9,2.6,0.4,2.8,0.4
716,"Oyu Tolgoi, Mongolia",15.4,30.9,3.7,16.1,3.5,1.2,3.8,0.6,3.3,0.7,2.1,0.3,2.1,0.3
